driver_nationality,age_at_first_race,driver_first_place_count,driver_second_place_count,driver_third_place_count,driver_top_5_place_count,constructorName,constructor_nationality,constructor_first_place_count,constructor_second_place_count,constructor_third_place_count,constructor_top_5_place_count,best_performing_circuit_name,min_lap_time_diff,avg_lap_time_diff,max_lap_time_diff,median_lap_position,min_pit_stop_time,avg_pit_time,max_pit_stop_time,most_common_pitstop_lap,most_common_starting_position,most_common_ending_position
Swedish,twenty-eight,zero,zero,zero,zero,Hesketh,British,zero,zero,zero,five,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Dutch,twenty-nine,zero,zero,zero,zero,Ensign,British,zero,zero,zero,zero,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Japanese,twenty-nine,zero,zero,zero,zero,Maki,Japanese,zero,zero,zero,zero,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
New Zealander,thirty-three,zero,zero,zero,zero,Lyncar,British,zero,zero,zero,zero,Brands Hatch,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-one,zero,zero,zero,zero,Surtees,British,zero,zero,zero,six,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-seven,zero,zero,zero,zero,Team Lotus,British,sixteen,ten,zero,thirty-eight,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swiss,thirty-three,zero,zero,zero,zero,Williams,British,zero,zero,zero,zero,Red Bull Ring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-three,zero,zero,zero,zero,McLaren,British,six,zero,eight,fourteen,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
New Zealander,thirty,zero,zero,zero,zero,March,British,zero,zero,seven,fourteen,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty,zero,zero,zero,zero,Brabham,British,zero,zero,three,twenty-five,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,twenty-nine,zero,zero,zero,zero,Team Lotus,British,sixteen,ten,zero,thirty-eight,Kyalami,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Danish,thirty-two,zero,zero,zero,zero,Iso Marlboro,British,zero,zero,zero,zero,Kyalami,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-one,zero,zero,zero,zero,Shadow,British,zero,zero,zero,zero,Jarama,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Liechtensteiner,twenty-six,zero,zero,zero,zero,Brabham,British,zero,zero,three,twenty-five,Circuit Paul Ricard,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Australian,twenty-seven,zero,zero,zero,zero,Team Lotus,British,sixteen,ten,zero,thirty-eight,Red Bull Ring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,thirty-four,zero,zero,zero,zero,Brabham,British,zero,zero,three,twenty-five,Nivelles-Baulers,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Finnish,thirty-one,zero,zero,zero,zero,Surtees,British,zero,zero,zero,six,Nivelles-Baulers,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swedish,twenty-nine,zero,zero,zero,zero,March,British,zero,zero,seven,fourteen,Scandinavian Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swedish,thirty-one,zero,zero,zero,zero,Shadow,British,zero,zero,zero,zero,Scandinavian Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,thirty,zero,zero,zero,zero,Surtees,British,zero,zero,zero,six,Dijon-Prenois,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty,zero,zero,zero,zero,Lola,British,zero,zero,zero,two,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-seven,zero,zero,zero,zero,Surtees,British,zero,zero,zero,six,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-eight,zero,zero,zero,zero,McLaren,British,six,zero,eight,fourteen,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Austrian,thirty-five,zero,zero,zero,zero,Surtees,British,zero,zero,zero,six,Red Bull Ring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Austrian,twenty-six,zero,zero,zero,zero,Brabham,British,zero,zero,three,twenty-five,Red Bull Ring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-nine,zero,zero,zero,zero,Brabham,British,zero,zero,three,twenty-five,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Canadian,twenty-nine,zero,zero,zero,zero,Brabham,British,zero,zero,three,twenty-five,Mosport International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-one,zero,zero,zero,zero,March,British,zero,zero,seven,fourteen,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty,zero,zero,zero,zero,Iso Marlboro,British,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Brazilian,thirty-six,zero,zero,zero,zero,Surtees,British,zero,zero,zero,six,Autódromo José Carlos Pace,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-nine,zero,zero,zero,zero,Shadow,British,zero,zero,zero,zero,Montjuïc,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,twenty-seven,zero,zero,zero,zero,Brabham,British,zero,zero,three,thirteen,Jarama,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,thirty-one,zero,zero,zero,zero,Iso Marlboro,British,zero,zero,zero,zero,Kyalami,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-five,zero,zero,zero,zero,March,British,zero,zero,seven,fourteen,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
New Zealander,thirty-three,zero,zero,zero,zero,Iso Marlboro,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Austrian,twenty-eight,zero,zero,zero,zero,BRM,British,six,twenty-two,five,fifty-eight,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Australian,thirty,zero,zero,zero,zero,Team Lotus,British,thirteen,ten,zero,thirty,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Spanish,thirty-eight,zero,zero,zero,zero,BRM,British,six,twenty-two,five,fifty-eight,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Rhodesian,thirty-eight,zero,zero,zero,zero,Surtees,British,zero,zero,zero,six,Kyalami,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-five,zero,zero,zero,zero,March,British,zero,zero,seven,seven,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Canadian,thirty-three,zero,zero,zero,zero,BRM,British,six,twenty-two,five,fifty-eight,Mosport International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-seven,zero,zero,zero,zero,Surtees,British,zero,zero,zero,six,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Mexican,twenty-three,zero,zero,zero,zero,BRM,British,six,twenty-two,five,fifty-eight,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swedish,twenty-six,zero,zero,zero,zero,McLaren,British,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,twenty-eight,zero,zero,zero,zero,March-Ford,British,zero,zero,nine,nine,Circuit Paul Ricard,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,twenty-eight,zero,zero,zero,zero,March-Ford,British,zero,zero,nine,nine,Circuit Paul Ricard,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-three,zero,zero,zero,zero,BRM,British,six,twenty-two,five,fifty-eight,Charade Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swiss,twenty-six,zero,zero,zero,zero,Bellasi,Swiss,zero,zero,zero,zero,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Canadian,twenty-four,zero,zero,zero,zero,BRM,British,six,twenty-two,five,fifty-eight,Kyalami,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-three,zero,zero,zero,zero,Lotus-Ford,British,six,two,nine,twenty,Mosport International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-two,zero,zero,zero,zero,Brabham,British,zero,zero,three,eight,Mosport International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Canadian,thirty-eight,zero,zero,zero,zero,BRM,British,six,twenty-two,five,fifty-eight,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-six,zero,zero,zero,zero,Team Lotus,British,nine,ten,zero,twenty-six,Charade Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,twenty-five,zero,zero,zero,zero,March,British,zero,zero,seven,seven,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-five,zero,zero,zero,zero,De Tomaso,Italian,zero,zero,zero,zero,Kyalami,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,twenty-eight,zero,zero,zero,zero,Brabham,British,zero,zero,three,eight,Kyalami,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,twenty-nine,zero,zero,zero,zero,Ferrari,Italian,eleven,twenty-one,six,sixty-four,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,thirty-two,zero,zero,zero,zero,March,British,zero,zero,seven,seven,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-three,zero,zero,zero,zero,Brabham,British,zero,zero,three,eight,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-two,zero,zero,zero,zero,BRM,British,six,fifteen,five,fifty-one,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Rhodesian,forty-one,zero,zero,zero,zero,Brabham-Repco,British,three,zero,zero,three,Kyalami,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,twenty-nine,zero,zero,zero,zero,McLaren-Ford,British,zero,one,zero,six,Kyalami,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-four,zero,zero,zero,zero,Lotus-Ford,British,six,two,nine,seventeen,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Canadian,forty-six,zero,zero,zero,zero,Eagle-Climax,American,zero,zero,zero,zero,Mosport International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Canadian,thirty-four,zero,zero,zero,zero,Brabham-Climax,British,zero,zero,six,nine,Mosport International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-seven,zero,zero,zero,zero,BRM,British,six,fifteen,five,forty-seven,Autódromo Hermanos Rodríguez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty,zero,zero,zero,zero,Cooper-BRM,British,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Belgian,twenty-five,zero,zero,zero,zero,Cooper-BRM,British,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,thirty-nine,zero,zero,zero,zero,Honda,Japanese,zero,zero,zero,one,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-six,zero,zero,zero,zero,Cooper-BRM,British,zero,zero,zero,zero,Brands Hatch,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,twenty-seven,zero,zero,zero,zero,Brabham-Repco,British,three,zero,zero,three,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Australian,thirty-four,zero,zero,zero,zero,BRM,British,six,fifteen,five,forty-seven,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-four,zero,zero,zero,zero,BRM,British,six,fifteen,five,forty-seven,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Mexican,twenty-eight,zero,zero,zero,zero,Lotus-Ford,British,six,two,zero,eight,Autódromo Hermanos Rodríguez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-two,zero,zero,zero,zero,Brabham-Climax,British,zero,zero,six,nine,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,thirty-seven,zero,zero,zero,zero,Brabham-Climax,British,zero,zero,six,nine,Kyalami,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-eight,zero,zero,zero,zero,Ferrari,Italian,eleven,eighteen,six,fifty-five,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-four,zero,zero,zero,zero,BRM,British,six,fifteen,five,forty-one,Brands Hatch,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,thirty-six,zero,zero,zero,zero,Cooper-Maserati,British,zero,zero,thirteen,twenty-three,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-nine,zero,zero,zero,zero,Cooper-Maserati,British,zero,zero,thirteen,twenty-three,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-one,zero,zero,zero,zero,Protos,British,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-four,zero,zero,zero,zero,Lotus-BRM,British,zero,zero,zero,one,Mosport International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-four,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,seven,sixty-seven,Mosport International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,twenty-seven,zero,zero,zero,zero,Lotus-Ford,British,zero,two,zero,two,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-five,zero,zero,zero,zero,Ferrari,Italian,eleven,eighteen,six,fifty-five,Autódromo Hermanos Rodríguez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-two,zero,zero,zero,zero,BRM,British,six,fifteen,five,forty-one,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-nine,zero,zero,zero,zero,Lotus-Climax,British,twenty-one,thirty-five,eight,sixty-four,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-nine,zero,zero,zero,zero,BRM,British,six,fifteen,five,forty-one,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-one,zero,zero,zero,zero,Brabham-BRM,British,zero,zero,zero,zero,Brands Hatch,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-three,zero,zero,zero,zero,Cooper-Ferrari,British,zero,zero,zero,zero,Brands Hatch,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-three,zero,zero,zero,zero,Shannon,British,zero,zero,zero,zero,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,twenty-seven,zero,zero,zero,zero,Lotus-Climax,British,twenty-one,thirty-five,eight,sixty-four,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-eight,zero,zero,zero,zero,Honda,Japanese,zero,zero,zero,zero,Autódromo Hermanos Rodríguez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Australian,twenty-eight,zero,zero,zero,zero,Lotus-Climax,British,twenty-one,thirty-five,eight,sixty-four,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-six,zero,zero,zero,zero,Brabham-Ford,British,zero,zero,zero,zero,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,twenty-four,zero,zero,zero,zero,Lotus-BRM,British,zero,zero,zero,zero,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,twenty-eight,zero,zero,zero,zero,Cooper-Ford,British,zero,zero,zero,zero,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,twenty-four,zero,zero,zero,zero,Lotus-Climax,British,twenty-one,thirty-five,eight,sixty-four,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,forty-two,zero,zero,zero,zero,LDS-Climax,South African,zero,zero,zero,zero,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,twenty-four,zero,zero,zero,zero,Lotus-Ford,British,zero,zero,zero,zero,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,twenty-four,zero,zero,zero,zero,Lotus-Climax,British,twenty-one,thirty-five,eight,sixty-four,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Rhodesian,twenty-four,zero,zero,zero,zero,Lotus-Climax,British,twenty-one,thirty-five,eight,sixty-four,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,thirty-three,zero,zero,zero,zero,RE,Rhodesian,zero,zero,zero,zero,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,thirty-four,zero,zero,zero,zero,Cooper-Maserati,British,zero,zero,zero,ten,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,thirty-three,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,seven,sixty-seven,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-five,zero,zero,zero,zero,BRM,British,six,fifteen,five,thirty-six,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-eight,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,seven,sixty-seven,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,forty-two,zero,zero,zero,zero,Brabham-BRM,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-two,zero,zero,zero,zero,Cooper-Ford,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-one,zero,zero,zero,zero,Lotus-Climax,British,twenty-one,thirty-five,eight,sixty-four,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,twenty-eight,zero,zero,zero,zero,Lotus-Climax,British,twenty-one,thirty-five,eight,sixty-four,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-four,zero,zero,zero,zero,BRM,British,six,fifteen,five,thirty-six,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,twenty-eight,zero,zero,zero,zero,Ferrari,Italian,eleven,thirteen,six,forty-five,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-one,zero,zero,zero,zero,BRM,British,six,fifteen,five,thirty-six,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,thirty-one,zero,zero,zero,zero,Lotus-BRM,British,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Belgian,thirty-three,zero,zero,zero,zero,Scirocco,British,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Dutch,twenty-three,zero,zero,zero,zero,Porsche,German,zero,zero,five,seventeen,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,thirty-six,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,seven,sixty-two,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Portuguese,twenty-five,zero,zero,zero,zero,Derrington,British,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty-two,zero,zero,zero,zero,Lotus-Climax,British,eleven,thirty-five,eight,fifty-four,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-three,zero,zero,zero,zero,Brabham-BRM,British,zero,zero,zero,zero,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
